"transportName","scheduleId","transportId","validity","name","longName","icon","color","path","route_info","load_date"
"Transjakarta","idjkb_1","idjkb_brt",NA,"1","Blok M - Kota","transport/idjkb_brt_transjakarta_D02027_1","D02027","schedule?scheduleId=idjkb_1&transportType=transjakarta",
