"stop_id","stop_name","stop_lat","stop_lon"
"bandung_sarimanis","Sarimanis",-6.8795733,107.5767784
"bandung_surya_sumantri_2","Surya Sumantri 2",-6.881206,107.581131
"bandung_cikapayang_2","Cikapayang 2",-6.899003,107.611824
"bandung_surapati_3","Surapati 3",-6.899245,107.627582
"bandung_phh_mustofa_3","Phh Mustofa 3",-6.897727,107.634788
"bandung_mustofa_sukapada","Mustofa Sukapada",-6.89993,107.64396
"bandung_terminal_antapani","Terminal Antapani",-6.915304,107.6659285
"bandung_seberang_borma_antapani","Seberang Borma Antapani",-6.9130091,107.6492727
"bandung_kangkung_kaler","Kangkung Kaler",-6.9308256,107.6260305
"bandung_pasirluyu_selatan","Pasirluyu",-6.9491645,107.6215656
"bandung_museum_sri_baduga","Museum Sri Baduga",-6.9372463,107.6036999
"bandung_sdn_babakan_tarogong","Sdn Babakan Tarogong",-6.9384699,107.5940999
"bandung_pengadilan_agama_bandung","Pengadilan Agama Bandung",-6.936414,107.5939306
"bandung_jembatan_pelangi_kiara_artha","Jembatan Pelangi (Kiara Artha)",-6.94591498208632,107.593614912078
"bandung_muj","Muj",-6.937395,107.5933501
"bandung_halte_tmb_sukabumi","Halte Tmb Sukabumi",-6.945316684,107.5933416
"bandung_dinas_perhubungan_jabar","Dinas Perhubungan Jabar",-6.937151,107.730526
"bandung_jalan_laswi_75","Jalan Laswi 75",-6.922892,107.629474
"bandung_hotel_sepuluh","Hotel Sepuluh",-6.93088,107.62626
"bandung_moch_ramdan","Moch. Ramdan",-6.934526,107.613012
"bandung_jalan_peta_85","Jalan Peta 85",-6.938114,107.597603
"bandung_halte_bkr_2_taman_tegalega","Halte Bkr 2 Taman Tegalega",-6.937301,107.604618
"bandung_halte_bkr_4_taman_lansia_regol","Halte Bkr 4 Taman Lansia Regol",-6.937496,107.609808
"bandung_jalan_bkr_lingkar_selatan_10","Jalan Bkr Lingkar Selatan 10",-6.937143,107.621798
"bandung_samping_spbu_laswi","Samping Spbu Laswi",-6.9236338,107.6279858
"bandung_borma_antapani","Borma Antapani",-6.9129025,107.6495005
"bandung_jembatan_pelangi_kiara_artha","Jembatan Pelangi (Kiara Artha)",-6.916119,107.6301434
"bandung_kementrian_pu","Kementrian Pu",-6.9009951,107.626123
"bandung_riau_junction_1","Riau Junction 1",-6.9069866,107.6116714
"bandung_tamblong","Tamblong",-6.9170839,107.6111029
"bandung_muj","Muj",-6.9127704,107.6079176
"bandung_halte_tmb_sukabumi","Halte Tmb Sukabumi",-6.91605,107.5999651
"bandung_tugu_tunas_kelapa","Tugu Tunas Kelapa",-6.9162362,107.5987167
"bandung_rskb_halmahera_siaga","Rskb Halmahera Siaga",-6.906734,107.615597
"bandung_badan_keuangan_negara","Badan Keuangan Negara",-6.921654,107.6110563
"bandung_rsia_grha_bunda","Rsia Grha Bunda",-6.913235,107.645602
"bandung_pengadilan_agama_bandung","Pengadilan Agama Bandung",-6.912933,107.656504
"bandung_jalan_kebon_sirih_43a","Jalan Kebon Sirih 43a",-6.9127704,107.6079176
"bandung_jalan_wastukancana_45","Jalan Wastukancana, 45",-6.9048943,107.607265
"bandung_halte_banceuy","Halte Banceuy",-6.9188699,107.6066134
"bandung_simpang_pajajaran_cicendo","Simpang Pajajaran Cicendo",-6.9021781,107.5996034
"bandung_jalan_doktor_rum_1719","Jalan Doktor Rum 17 - 19",-6.86443062801689,107.478360982219
"bandung_jalan_parahyangan_42","Jalan Parahyangan 42",-6.8663029,107.4712139
"bandung_jalan_parahyangan_42","Jalan Parahyangan",-6.8663029,107.4712139
"bandung_jalan_kbp_east_entrance","Jalan Kbp East Entrance",-6.85263,107.494557
"bandung_ratnasasih_shelter","Ratnasasih Shelter",-6.8676799,107.4687222
"bandung_jingganegara_shelter","Jingganegara Shelter",-6.8724723,107.4693348
"bandung_subanglarang_shelter","Subanglarang Shelter",-6.8676967,107.4651882
"bandung_cbcs","Cbcs",-6.8686229,107.4687939
"bandung_jalan_raya_simpang_456","Jalan Raya Simpang, 456",-6.850388,107.495804
"bandung_museum_mandala_wangsit_siliwangi","Museum Mandala Wangsit Siliwangi",-6.917325,107.61107
"bandung_sekolah_mohammad_toha","Sekolah Mohammad Toha",-6.9316585,107.7758563
"bandung_jalan_moch_toha_2","Jalan Moch. Toha 2",-6.946652,107.7128557
"bandung_griya_buah_batu","Griya Buah Batu",-6.9221607,107.6444764
"bandung_lapang_lodaya","Lapang Lodaya",-6.9320775,107.6249815
"bandung_cikudapateuh","Cikuda",-6.9186418,107.6245097
"bandung_kcp_bca_dewi_sartika","Kcp Bca Dewi Sartika",-6.949422849852,107.624310000024
"bandung_grand_yogya_kepatihan","Grand Yogya Kepatihan",-6.94851154956025,107.612097084676
"bandung_pungkur","Pungkur",-6.929424,107.6104487
"bandung_jalan_dalem_kaum","Jalan Dalem Kaum",-6.94417198569195,107.60843583106
"bandung_jalan_kautamaan_istri","Jalan Kautamaan Istri",-6.93041,107.60669
"bandung_pasar_ancol_karapitan","Pasar Ancol Karapitan",-6.92385,107.6036051
"bandung_lauk_emas","Lauk Emas",-6.92208,107.5992191
"bandung_rs_muhammadiyah","Rs Muhammadiyah",-6.9060304,107.5858421
"bandung_jalan_gempol","Jalan Gempol",-6.9299747,107.5580796
"bandung_isbi","Isbi",-6.8328067,107.3516439
"bandung_guntursari_wetan","Guntursari Wetan",-6.945801,107.633631
"bandung_sindangreret","Sindangreret",-6.8992503,107.6199633
"bandung_ciguruwik","Ciguruwik",-6.9343449,107.7281644
"bandung_borma_cinunuk","Borma Cinunuk",-6.937453,107.730973
"bandung_cikalang","Cikalang",-6.9392224,107.7455058
"bandung_vbi","Vbi",-6.9400253,107.7499962
"bandung_jalan_raya_cileunyi_100a","Jalan Raya Cileunyi 100a",-6.938882,107.753094
"bandung_casa_de_aminda","Casa De Aminda",-6.926849,107.784458
"bandung_cinanjung","Cinanjung",-6.918296,107.802116
"bandung_griya_jatinangor_ii","Griya Jatinangor II",-6.934907,107.768958
"bandung_pasar_tanjungsari","Pasar Tanjungsari",-6.908048,107.7963
"bandung_pangkalan_damri_tanjungsari","Pangkalan Damri Tanjungsari",-6.905712,107.797819
"bandung_jalan_bandung_palimanan_52","Jalan Bandung - Palimanan 52",-6.9405969,107.7476453
"bandung_jalan_raya_cileunyi_436","Jalan Raya Cileunyi 436",-6.93983,107.753234
"bandung_jalan_bandung_palimanan_13","Jalan Bandung - Palimanan 13",-6.9355603,107.7619343
"bandung_jalan_raya_cinunuk_214","Jalan Raya Cinunuk 214",-6.939446,107.738616
"bandung_sdn_050_cibiru","Sdn 050 Cibiru",-6.934168,107.72142
"bandung_dinas_koperasi_dan_usaha_kecil","Dinas Koperasi Dan Usaha Kecil",-6.939451,107.6607424
"bandung_jalan_soekarno_hatta_476","Jalan Soekarno Hatta 476",-6.949346,107.629017
"bandung_bpk_jabar","Bpk Jabar",-6.9390196,107.5971982
"bandung_hubdam_iii_siliwangi","Hubdam III Siliwangi",-6.934524,107.606614
"bandung_garuda","Garuda",-6.9316585,107.7758563
"bandung_bundaran_cibereum","Bundaran Cibereum",-6.94048,107.7511051
"bandung_pertigaan_jalan_holis","Pertigaan Jalan Holis",-6.94048,107.7511051
"bandung_terusan_suryani","Terusan Suryani",-6.9372503,107.6832027
"bandung_spbu_panghegar","Spbu Panghegar",-6.9282634,107.700111
"bandung_taman_sakura_indah","Taman Sakura Indah",-6.9221607,107.6444764
"bandung_jalan_soekarno_hatta_169","Jalan Soekarno Hatta 169",-6.9482293,107.6329776
"bandung_halte_soekarno_hatta_3","Halte Soekarno Hatta 3 (Pasar Induk)",-6.9143539,107.6328349
"bandung_halte_soekarno_hatta_leuwi_panjang","Halte Soekarno Hatta Leuwi Panjang",-6.9547463,107.6114644
"bandung_altamira","Altamira",-6.94591498208632,107.593614912078
"bandung_seberang_ampera_soekarno_hatta","Seberang Ampera Soekarno Hatta",-6.9430135,107.5844282
"bandung_ciseureuh","Ciseureuh",-6.9206062,107.580869
"bandung_terminal_damri_elang","Terminal Damri Elang",-6.9139632,107.5755676
"bandung_spbu_moh_toha","Spbu Moh.Toha",-6.9279358,107.5740641
"bandung_jalan_soekarno_hatta_388","Jalan Soekarno Hatta, 388",-6.947334,107.594479
"bandung_jalan_soekarno_hatta_198","Jalan Soekarno Hatta 198",-6.9395,107.580866
"bandung_gerbang_biru_gbla","Gerbang Biru Gbla",-6.9347327,107.7177552
"bandung_stasiun_cimekar","Stasiun Cimekar",-6.9482861,107.7099396
"bandung_pool_damri_gedebage","Pool Damri Gedebage",-6.9331774,107.6989816
"bandung_bulog_gedebage","Bulog Gedebage",-6.9387514,107.669306
"bandung_taman_sumringah","Taman Sumringah",-6.9403106,107.6583047
"bandung_masjid_raya_al_jabbar","Masjid Raya Al Jabbar",-6.9437949,107.6464771
"bandung_gerbang_merah","Gerbang Merah",-6.8328067,107.3516439
"bandung_stasiun_tegalluar","Stasiun Tegalluar",-6.96428,107.71544
"bandung_seberang_taman_sumringah","Seberang Taman Sumringah",-6.9546172,107.6936525
"bandung_lotte_mart","Lotte Mart",-6.9388296,107.6693661
"bandung_uin_sunan_gunung_djati","Uin Sunan Gunung Djati",-6.9323756,107.7157532
"bandung_cikadut","Cikadut",-6.9040593,107.6653297
"bandung_depan_terminal_cicaheum","Depan Terminal Cicaheum",-6.9022292,107.6568052
"bandung_seberang_terminal_cicaheum","Seberang Terminal Cicaheum",-6.9022292,107.6568052
"bandung_gateway_cicadas","Gateway Cicadas",-6.9020762,107.6567951
"bandung_btm","Btm",-6.9073207,107.6459755
"bandung_awi_bitung","Awi Bitung",-6.9112712,107.6434706
"bandung_stmik","Stmik",-6.9429006,107.6421592
"bandung_gor_koni","Gor Koni",-6.9105947,107.6395652
"bandung_sekolah_agustinus","Sekolah Agustinus",-6.9145037,107.6382039
"bandung_segitiga_mas","Segitiga Mas",-6.914741,107.6362581
"bandung_cikudapateuh","Cikudapateuh",-6.9139814,107.6331886
"bandung_kantor_pos_kosambi","Kantor Pos Kosambi",-6.9143539,107.6328349
"bandung_pasar_kosambi","Pasar Kosambi",-6.916119,107.6301434
"bandung_seberang_pasar_kosambi","Seberang Pasar Kosambi",-6.9178881,107.6258492
"bandung_museum_kaa","Museum Kaa",-6.9186418,107.6245097
"bandung_alun_alun","Alun-Alun Bandung",-6.9192619,107.6235428
"bandung_simpang_pungkur_dewi_sartika","Simpang Pungkur-Dewi Sartika",-6.9199617,107.6220644
"bandung_toko_mas_abc","Toko Mas Abc",-6.9199617,107.6220644
"bandung_simpang_ijan","Simpang Ijan",-6.9491645,107.6215656
"bandung_terminal_leuwipanjang","Terminal Leuwipanjang",-6.9212854,107.607149
"bandung_rs_imanuel_pintu kopo","Rs Imanuel Pintu Kopo",-6.9188699,107.6066134
"bandung_sukaleueur","Sukaleueur",-6.9266974,107.6059335
"bandung_kopo_30_34","Jalan Raya Kopo 30-34",-6.9230321,107.6040007
"bandung_kcp_bca_dewi_sartika","Kcp Bca Dewi Sartika",-6.9280476,107.6036723
"bandung_gereja_rehoboth","Gereja Rehoboth",-6.92385,107.6036051
"bandung_grand_yogya_kepatihan","Grand Yogya Kepatihan",-6.93390829346137,107.603455830715
"bandung_pendopo","Pendopo Kota Bandung",-6.92208,107.5992191
"bandung_halte_banceuy","Halte Banceuy",-6.94591498208632,107.593614912078
"bandung_bjb_braga","Bjb Braga",-6.937395,107.5933501
"bandung_click_square","Click Square",-6.945316684,107.5933416
"bandung_veteran","Veteran",-6.9203183,107.6149871
"bandung_abdul_hamid","Abdul Hamid",-6.9022558,107.6601315
"bandung_jalan_a_h_nasution_68","Jalan A.H. Nasution, 68",-6.904298,107.669126
"bandung_lapas_sukamiskin","Lapas Sukamiskin",-6.904298,107.669126
"bandung_sdn_068_sindanglaya","Sdn 068 Sindanglaya",-6.904996,107.680486
"bandung_jalan_a_h_nasution_84","Jalan A.H. Nasution 84",-6.906947,107.684994
"bandung_puslitbang_jalan_dan_jembatan","Puslitbang Jalan Dan Jembatan",-6.9076005,107.6868381
"bandung_sman_24_bandung","Sman 24 Bandung",-6.908395,107.688592
"bandung_jalan_a_h_nasution_38","Jalan A.H. Nasution 38",-6.929327,107.712104
"bandung_jalan_raya_ujungberung_55","Jalan Raya Ujungberung 55",-6.912789,107.694536
"bandung_kartikasari_ujung_berung","Kartikasari Ujung Berung",-6.913957,107.69843
"bandung_masjid_besar_ujung_berung","Masjid Besar Ujung Berung",-6.91367,107.700879
"bandung_terminal_ujung_berung","Terminal Ujung Berung",-6.91415,107.70273
"bandung_sdn_ciporeat","Sdn Ciporeat",-6.902459,107.711809
"bandung_jalan_a_h_nasution_236","Jalan A.H. Nasution 236",-6.933162,107.725927
"bandung_borma_nasution","Borma Nasution",-6.9155444,107.6728195
"bandung_jalan_desa_cipadung","Jalan Desa Cipadung",-6.923945,107.719492
"bandung_jalan_a_h_nasution_37a","Jalan A.H. Nasution 37a",-6.929655,107.712207
"bandung_kimia_farma_ujung_berung","Kimia Farma Ujung Berung",-6.914297,107.698092
"bandung_sdn_andir_kidul","Sdn Andir Kidul",-6.913893,107.695516
"bandung_gani_factory_outlet","Gani Factory Outlet",-6.912629,107.691841
"bandung_shop_and_drive_ujung_berung","Shop And Drive Ujung Berung",-6.906091,107.691155
"bandung_halte_nasution","Halte Nasution",-6.9262958,107.7108475
"bandung_halte_pusjatan","Halte Pusjatan",-6.907628,107.686829
"bandung_rs_hermina_rancamanik","Rs Hermina Rancamanik",-6.904194,107.666794
"bandung_jalan_a_h_nasution_918","Jalan A.H. Nasution 918",-6.90322,107.660918
"bandung_jembatan_pelangi_kiara_artha","Jembatan Pelangi (Kiara Artha)",-6.91396,107.6069211
"bandung_muj","Muj",-6.9142265,107.6398599
"bandung_katapang_kaler","Katapang Kaler",-6.992146,107.555858
"bandung_simpang_lima_a_yani","Simpang Lima (A. Yani)",-6.9223327,107.6150751
"bandung_panin_bank","Panin Bank",-6.9222827,107.6162306
"bandung_kasim","Kasim",-6.9220278,107.6141931
"bandung_jalan_kautamaan_istri","Jalan Kautamaan Istri",-6.925582,107.605431
"bandung_halte_otto_iskandardinata","Halte Otto Iskandardinata",-6.9353232,107.6031926
"bandung_peta_muara","Peta Muara",-6.9335255,107.5904973
"bandung_pintu_keluar_terminal_leuwipanjang","Pintu Keluar Terminal Leuwipanjang",-6.943595,107.591188
