"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence"
"shp_damri_8_1",-6.92997980117798,107.558067321777,27
"shp_damri_8_1",-6.93559980392456,107.709976196289,28
"shp_damri_8_1",-6.92302989959717,107.719970703125,29
"shp_damri_8_1",-6.8992600440979,107.619956970215,30
"shp_damri_8_1",-6.93435001373291,107.728157043457,31
"shp_damri_8_1",-6.93745994567871,107.730964660645,32
"shp_damri_8_1",-6.93922996520996,107.745498657227,33
"shp_damri_8_1",-6.94002962112427,107.749984741211,34
"shp_damri_8_1",-6.93888998031616,107.753089904785,35
"shp_damri_8_1",-6.93562984466553,107.765197753906,36
"shp_damri_8_1",-6.93165969848633,107.775848388672,37
"shp_damri_8_1",-6.91864967346191,107.624496459961,38
"shp_damri_8_1",-6.92684984207153,107.784446716309,39
"shp_damri_8_1",-6.91829967498779,107.802108764648,40
"shp_damri_8_1",-6.93490982055664,107.768943786621,41
"shp_damri_8_1",-6.90805006027222,107.796295166016,42
"shp_damri_8_1",-6.90571975708008,107.797805786133,43
"shp_damri_8_2",-6.90805006027222,107.796295166016,1
"shp_damri_8_2",-6.91829967498779,107.802108764648,2
"shp_damri_8_2",-6.91864967346191,107.624496459961,3
"shp_damri_8_2",-6.93402004241943,107.771240234375,4
"shp_damri_8_2",-6.93556976318359,107.761924743652,5
"shp_damri_8_2",-6.93982982635498,107.753227233887,6
"shp_damri_8_2",-6.94059991836548,107.747634887695,7
"shp_damri_8_2",-6.93944978713989,107.738609313965,8
"shp_damri_8_2",-6.93435001373291,107.728157043457,9
"shp_damri_8_2",-6.93416976928711,107.721420288086,10
"shp_damri_8_2",-6.94666004180908,107.712844848633,11
"shp_damri_8_2",-6.93681001663208,107.69702911377,12
"shp_damri_8_2",-6.93945980072021,107.660736083984,13
"shp_damri_8_2",-6.95864963531494,107.689598083496,14
"shp_damri_8_2",-6.94292974472046,107.650695800781,15
"shp_damri_8_2",-6.94724988937378,107.636703491211,16
"shp_damri_8_2",-6.94934988021851,107.629005432129,17
"shp_damri_8_2",-6.94942998886108,107.624305725098,18
"shp_damri_8_2",-6.90603971481323,107.585838317871,19
"shp_damri_8_2",-6.94851970672607,107.612091064453,20
"shp_damri_8_2",-6.94418001174927,107.608428955078,21
"shp_damri_8_2",-6.93901968002319,107.597190856934,22
"shp_damri_8_2",-6.93452978134155,107.606605529785,23
"shp_damri_8_2",-6.93165969848633,107.775848388672,24
"shp_damri_kbp_1",-6.92128992080688,107.607139587402,1
"shp_damri_kbp_1",-6.918869972229,107.606605529785,2
"shp_damri_kbp_1",-6.91535997390747,107.604476928711,3
"shp_damri_kbp_1",-6.91395998001099,107.607887268066,4
"shp_damri_kbp_1",-6.91301965713501,107.608978271484,5
"shp_damri_kbp_1",-6.91277980804443,107.60791015625,6
"shp_damri_kbp_1",-6.90489959716797,107.60725402832,7
"shp_damri_kbp_1",-6.90217971801758,107.599594116211,8
"shp_damri_kbp_1",-6.90651988983154,107.604347229004,9
"shp_damri_kbp_1",-6.86443996429443,107.478355407715,10
"shp_damri_kbp_1",-6.90217971801758,107.599594116211,11
"shp_damri_kbp_1",-6.90080976486206,107.598388671875,12
"shp_damri_kbp_1",-6.90042972564697,107.59676361084,13
"shp_damri_kbp_1",-6.90132999420166,107.593116760254,14
"shp_damri_kbp_1",-6.89522981643677,107.588348388672,15
"shp_damri_kbp_1",-6.89419984817505,107.585334777832,16
"shp_damri_kbp_1",-6.85262966156006,107.49454498291,17
"shp_damri_kbp_1",-6.85678005218506,107.49015045166,18
"shp_damri_kbp_1",-6.86630964279175,107.471206665039,19
"shp_damri_kbp_1",-6.86127996444702,107.481620788574,20
"shp_damri_kbp_1",-6.86630964279175,107.471206665039,21
"shp_damri_kbp_1",-6.86659002304077,107.473815917969,22
"shp_damri_kbp_1",-6.86767959594727,107.468719482422,23
"shp_damri_kbp_1",-6.8724799156189,107.469329833984,24
"shp_damri_kbp_1",-6.86769962310791,107.465179443359,25
"shp_damri_kbp_2",-6.86769962310791,107.465179443359,1
"shp_damri_kbp_2",-6.8724799156189,107.469329833984,2
"shp_damri_kbp_2",-6.86862993240356,107.468788146973,3
"shp_damri_kbp_2",-6.86630964279175,107.471206665039,4
"shp_damri_kbp_2",-6.86443996429443,107.478355407715,5
"shp_damri_kbp_2",-6.86195993423462,107.480529785156,6
"shp_damri_kbp_2",-6.86630964279175,107.471206665039,7
"shp_damri_kbp_2",-6.85679960250854,107.489707946777,8
"shp_damri_kbp_2",-6.85038995742798,107.495796203613,9
"shp_damri_kbp_2",-6.89248991012573,107.584747314453,10
"shp_damri_kbp_2",-6.89484977722168,107.588478088379,11
"shp_damri_kbp_2",-6.89844989776611,107.593734741211,12
"shp_damri_kbp_2",-6.89227962493896,107.581939697266,13
"shp_damri_kbp_2",-6.90103006362915,107.604606628418,14
"shp_damri_kbp_2",-6.90489959716797,107.60725402832,15
"shp_damri_kbp_2",-6.90679979324341,107.609619140625,16
"shp_damri_kbp_2",-6.90978002548218,107.610908508301,17
"shp_damri_kbp_2",-6.91277980804443,107.60791015625,18
"shp_damri_kbp_2",-6.91732978820801,107.611068725586,19
"shp_damri_kbp_2",-6.91708993911743,107.611099243164,20
"shp_damri_kbp_2",-6.92128992080688,107.607139587402,21
"shp_damri_tegalluar_1",-6.93317985534668,107.698974609375,1
"shp_damri_tegalluar_1",-6.93875980377197,107.669296264648,2
"shp_damri_tegalluar_1",-6.94032001495361,107.658294677734,3
"shp_damri_tegalluar_1",-6.94379997253418,107.646469116211,4
"shp_damri_tegalluar_1",-6.94828987121582,107.709930419922,5
"shp_damri_tegalluar_1",-6.93473958969116,107.717750549316,6
"shp_damri_tegalluar_1",-6.83280992507935,107.351638793945,7
"shp_damri_tegalluar_1",-6.96427965164185,107.715438842773,8
"shp_damri_tegalluar_2",-6.96427965164185,107.715438842773,1
"shp_damri_tegalluar_2",-6.83280992507935,107.351638793945,2
"shp_damri_tegalluar_2",-6.93473958969116,107.717750549316,3
"shp_damri_tegalluar_2",-6.94828987121582,107.709930419922,4
"shp_damri_tegalluar_2",-6.94379997253418,107.646469116211,5
"shp_damri_tegalluar_2",-6.94032001495361,107.658294677734,6
"shp_damri_tegalluar_2",-6.93317985534668,107.698974609375,7
"shp_damri_tegalluar_2",-6.94379997253418,107.646469116211,8
"shp_damri_tegalluar_2",-6.93945980072021,107.660736083984,9
"shp_damri_tegalluar_2",-6.93811988830566,107.676818847656,10
"shp_damri_tegalluar_2",-6.9382495880127,107.677635192871,11
"shp_damri_tegalluar_2",-6.92283964157104,107.597213745117,12
"shp_damri_tegalluar_2",-6.93871974945068,107.67113494873,13
"shp_damri_tegalluar_2",-6.93882989883423,107.669357299805,14
"shp_damri_tegalluar_2",-6.93875980377197,107.669296264648,15
"shp_damri_tegalluar_2",-6.94032001495361,107.658294677734,16
"shp_damri_tegalluar_2",-6.95864963531494,107.689598083496,17
"shp_damri_tegalluar_2",-6.88346004486084,107.614540100098,18
"shp_damri_tegalluar_2",-6.94063997268677,107.659980773926,19
"shp_damri_tegalluar_2",-6.94384002685547,107.646385192871,20
"shp_damri_tegalluar_2",-6.94499969482422,107.641677856445,21
"shp_damri_tegalluar_2",-6.94488000869751,107.641883850098,22
"shp_damri_tegalluar_2",-6.94292974472046,107.650695800781,23
"shp_damri_tegalluar_2",-6.94580984115601,107.644264221191,24
"shp_damri_tegalluar_2",-6.94488000869751,107.639625549316,25
"shp_damri_tegalluar_2",-6.94284963607788,107.641593933105,26
"shp_damri_tegalluar_2",-6.94370985031128,107.646728515625,27
"shp_damri_tegalluar_2",-6.9426097869873,107.648017883301,28
"shp_damri_tegalluar_2",-6.9404296875,107.65697479248,29
"shp_damri_tegalluar_2",-6.94010972976685,107.658187866211,30
"shp_damri_tegalluar_2",-6.9395899772644,107.660118103027,31
"shp_damri_tegalluar_2",-6.93900966644287,107.663520812988,32
"shp_damri_tegalluar_2",-6.9389500617981,107.663520812988,33
"shp_damri_tegalluar_2",-6.93709993362427,107.667007446289,34
"shp_damri_tegalluar_2",-6.93263959884644,107.668190002441,35
"shp_damri_tegalluar_2",-6.93800973892212,107.676856994629,36
"shp_damri_tegalluar_2",-6.93800973892212,107.677597045898,37
"shp_damri_tegalluar_2",-6.93753004074097,107.679039001465,38
"shp_damri_tegalluar_2",-6.93317985534668,107.698974609375,39
"shp_tmb_f1_1",-6.88925981521606,107.566665649414,1
"shp_tmb_f1_1",-6.88736963272095,107.567306518555,2
"shp_tmb_f1_1",-6.89358997344971,107.572624206543,3
"shp_tmb_f1_1",-6.89144992828369,107.578498840332,4
"shp_tmb_f1_1",-6.89152002334595,107.578575134277,5
"shp_tmb_f1_1",-6.89248991012573,107.584747314453,6
"shp_tmb_f1_1",-6.89484977722168,107.588478088379,7
"shp_tmb_f1_1",-6.89618968963623,107.590400695801,8
"shp_tmb_f1_1",-6.89844989776611,107.593734741211,9
"shp_tmb_f1_1",-6.89616966247559,107.599365234375,10
"shp_tmb_f1_1",-6.89227962493896,107.581939697266,11
"shp_tmb_f1_1",-6.90103006362915,107.604606628418,12
"shp_tmb_f1_1",-6.90394973754883,107.604644775391,13
"shp_tmb_f1_1",-6.90489959716797,107.60725402832,14
"shp_tmb_f1_1",-6.90721988677979,107.605209350586,15
"shp_tmb_f1_1",-6.90754985809326,107.604446411133,16
"shp_tmb_f1_1",-6.91034984588623,107.60440826416,17
"shp_tmb_f1_1",-6.91260004043579,107.602928161621,18
"shp_tmb_f1_1",-6.9125599861145,107.600730895996,19
"shp_tmb_f1_1",-6.9126296043396,107.602928161621,20
"shp_tmb_f1_1",-6.91623973846436,107.598709106445,21
"shp_tmb_f1_1",-6.91618967056274,107.599609375,22
"shp_tmb_f1_1",-6.91615962982178,107.602409362793,23
"shp_tmb_f1_2",-6.91615962982178,107.602409362793,1
"shp_tmb_f1_2",-6.91535997390747,107.604476928711,2
"shp_tmb_f1_2",-6.91395998001099,107.607887268066,3
"shp_tmb_f1_2",-6.91301965713501,107.608978271484,4
"shp_tmb_f1_2",-6.91083002090454,107.608764648438,5
"shp_tmb_f1_2",-6.90884971618652,107.607795715332,6
"shp_tmb_f1_2",-6.90651988983154,107.604347229004,7
"shp_tmb_f1_2",-6.90426969528198,107.602920532227,8
"shp_tmb_f1_2",-6.90217971801758,107.599594116211,9
"shp_tmb_f1_2",-6.90080976486206,107.598388671875,10
"shp_tmb_f1_2",-6.90042972564697,107.59676361084,11
"shp_tmb_f1_2",-6.90132999420166,107.593116760254,12
"shp_tmb_f1_2",-6.89648962020874,107.590515136719,13
"shp_tmb_f1_2",-6.89522981643677,107.588348388672,14
"shp_tmb_f1_2",-6.89419984817505,107.585334777832,15
"shp_tmb_f1_2",-6.89152002334595,107.578575134277,16
"shp_tmb_f1_2",-6.89113998413086,107.57893371582,17
"shp_tmb_f1_2",-6.89144992828369,107.578498840332,18
"shp_tmb_f1_2",-6.89358997344971,107.572624206543,19
"shp_tmb_f1_2",-6.88736963272095,107.567306518555,20
"shp_tmb_f1_2",-6.88925981521606,107.566665649414,21
"shp_tmb_f2_1",-6.95556974411011,107.69913482666,1
"shp_tmb_f2_1",-6.93317985534668,107.698974609375,2
"shp_tmb_f2_1",-6.94379997253418,107.646469116211,3
"shp_tmb_f2_1",-6.94822978973389,107.632965087891,4
"shp_tmb_f2_1",-6.93811988830566,107.676818847656,5
"shp_tmb_f2_1",-6.9382495880127,107.677635192871,6
"shp_tmb_f2_1",-6.92283964157104,107.597213745117,7
"shp_tmb_f2_1",-6.93871974945068,107.67113494873,8
"shp_tmb_f2_1",-6.93882989883423,107.669357299805,9
"shp_tmb_f2_1",-6.93875980377197,107.669296264648,10
"shp_tmb_f2_1",-6.94032001495361,107.658294677734,11
"shp_tmb_f2_1",-6.95864963531494,107.689598083496,12
"shp_tmb_f2_1",-6.88346004486084,107.614540100098,13
"shp_tmb_f2_1",-6.94063997268677,107.659980773926,14
"shp_tmb_f2_1",-6.94384002685547,107.646385192871,15
"shp_tmb_f2_1",-6.94499969482422,107.641677856445,16
"shp_tmb_f2_1",-6.94488000869751,107.641883850098,17
"shp_tmb_f2_1",-6.94292974472046,107.650695800781,18
"shp_tmb_f2_1",-6.94580984115601,107.644264221191,19
"shp_tmb_f2_1",-6.94577980041504,107.641120910645,20
"shp_tmb_f2_1",-6.94952964782715,107.622177124023,21
"shp_tmb_f2_1",-6.94724988937378,107.636703491211,22
"shp_tmb_f2_1",-6.93482971191406,107.625450134277,23
"shp_tmb_f2_1",-6.94936990737915,107.628120422363,24
"shp_tmb_f2_1",-6.94942998886108,107.624305725098,25
"shp_tmb_f2_1",-6.94992971420288,107.622848510742,26
"shp_tmb_f2_1",-6.94916963577271,107.621559143066,27
"shp_tmb_f2_1",-6.94898986816406,107.619148254395,28
"shp_tmb_f2_1",-6.90603971481323,107.585838317871,29
"shp_tmb_f2_1",-6.94851970672607,107.612091064453,30
"shp_tmb_f2_1",-6.94839000701904,107.608734130859,31
"shp_tmb_f2_1",-6.94822978973389,107.632965087891,32
"shp_tmb_f2_1",-6.95297002792358,107.60228729248,33
"shp_tmb_f2_1",-6.94922971725464,107.600898742676,34
"shp_tmb_f2_1",-6.91436004638672,107.632827758789,35
"shp_tmb_f2_1",-6.90891981124878,107.636566162109,36
"shp_tmb_f2_1",-6.92216968536377,107.644470214844,37
"shp_tmb_f2_1",-6.94301986694336,107.584419250488,38
"shp_tmb_f2_1",-6.93264961242676,107.573486328125,39
"shp_tmb_f2_1",-6.93114995956421,107.57373046875,40
"shp_tmb_f2_1",-6.92793989181519,107.574058532715,41
"shp_tmb_f2_1",-6.91819000244141,107.574234008789,42
"shp_tmb_f2_1",-6.91482973098755,107.57154083252,43
"shp_tmb_f2_1",-6.91155004501343,107.569580078125,44
"shp_tmb_f2_1",-6.91089963912964,107.570159912109,45
"shp_tmb_f2_1",-6.91291999816895,107.575393676758,46
"shp_tmb_f2_1",-6.91396999359131,107.575553894043,47
"shp_tmb_f2_2",-6.91396999359131,107.575553894043,1
"shp_tmb_f2_2",-6.9118800163269,107.577995300293,2
"shp_tmb_f2_2",-6.91720962524414,107.574363708496,3
"shp_tmb_f2_2",-6.92793989181519,107.574058532715,4
"shp_tmb_f2_2",-6.92497968673706,107.577018737793,5
"shp_tmb_f2_2",-6.92060995101929,107.580856323242,6
"shp_tmb_f2_2",-6.93037986755371,107.576225280762,7
"shp_tmb_f2_2",-6.93617963790894,107.578788757324,8
"shp_tmb_f2_2",-6.94301986694336,107.584419250488,9
"shp_tmb_f2_2",-6.93811988830566,107.615287780762,10
"shp_tmb_f2_2",-6.94065999984741,107.587493896484,11
"shp_tmb_f2_2",-6.94822978973389,107.632965087891,12
"shp_tmb_f2_2",-6.94755983352661,107.59748840332,13
"shp_tmb_f2_2",-6.94291973114014,107.60302734375,14
"shp_tmb_f2_2",-6.94822978973389,107.632965087891,15
"shp_tmb_f2_2",-6.94826984405518,107.607467651367,16
"shp_tmb_f2_2",-6.93333959579468,107.674575805664,17
"shp_tmb_f2_2",-6.9482798576355,107.612144470215,18
"shp_tmb_f2_2",-6.94898986816406,107.619148254395,19
"shp_tmb_f2_2",-6.94916963577271,107.621559143066,20
"shp_tmb_f2_2",-6.94925975799561,107.624649047852,21
"shp_tmb_f2_2",-6.94913959503174,107.628067016602,22
"shp_tmb_f2_2",-6.94824981689453,107.631050109863,23
"shp_tmb_f2_2",-6.94758987426758,107.634704589844,24
"shp_tmb_f2_2",-6.94822978973389,107.632965087891,25
"shp_tmb_f2_2",-6.94646978378296,107.641098022461,26
"shp_tmb_f2_2",-6.94488000869751,107.639625549316,27
"shp_tmb_f2_2",-6.94284963607788,107.641593933105,28
"shp_tmb_f2_2",-6.94370985031128,107.646728515625,29
"shp_tmb_f2_2",-6.9426097869873,107.648017883301,30
"shp_tmb_f2_2",-6.9404296875,107.65697479248,31
"shp_tmb_f2_2",-6.94010972976685,107.658187866211,32
"shp_tmb_f2_2",-6.9395899772644,107.660118103027,33
"shp_tmb_f2_2",-6.93900966644287,107.663520812988,34
"shp_tmb_f2_2",-6.9389500617981,107.663520812988,35
"shp_tmb_f2_2",-6.93709993362427,107.667007446289,36
"shp_tmb_f2_2",-6.93263959884644,107.668190002441,37
"shp_tmb_f2_2",-6.93800973892212,107.676856994629,38
"shp_tmb_f2_2",-6.93800973892212,107.677597045898,39
"shp_tmb_f2_2",-6.93753004074097,107.679039001465,40
"shp_tmb_f2_2",-6.94361972808838,107.681564331055,41
"shp_tmb_f2_2",-6.95403003692627,107.688789367676,42
"shp_tmb_f2_2",-6.95461988449097,107.693649291992,43
"shp_tmb_f2_2",-6.95556974411011,107.69913482666,44
"shp_tmb_k1_1",-6.93513965606689,107.717460632324,1
"shp_tmb_k1_1",-6.94666004180908,107.712844848633,2
"shp_tmb_k1_1",-6.94654989242554,107.702919006348,3
"shp_tmb_k1_1",-6.93681001663208,107.69702911377,4
"shp_tmb_k1_1",-6.94379997253418,107.646469116211,5
"shp_tmb_k1_1",-6.93811988830566,107.676818847656,6
"shp_tmb_k1_1",-6.92283964157104,107.597213745117,7
"shp_tmb_k1_1",-6.93859004974365,107.672966003418,8
"shp_tmb_k1_1",-6.93875980377197,107.669296264648,9
"shp_tmb_k1_1",-6.94032001495361,107.658294677734,10
"shp_tmb_k1_1",-6.88346004486084,107.614540100098,11
"shp_tmb_k1_1",-6.94063997268677,107.659980773926,12
"shp_tmb_k1_1",-6.94384002685547,107.646385192871,13
"shp_tmb_k1_1",-6.94499969482422,107.641677856445,14
"shp_tmb_k1_1",-6.94580984115601,107.644264221191,15
"shp_tmb_k1_1",-6.94577980041504,107.641120910645,16
"shp_tmb_k1_1",-6.93482971191406,107.625450134277,17
"shp_tmb_k1_1",-6.94942998886108,107.624305725098,18
"shp_tmb_k1_1",-6.94992971420288,107.622848510742,19
"shp_tmb_k1_1",-6.94851970672607,107.612091064453,20
"shp_tmb_k1_1",-6.94839000701904,107.608734130859,21
"shp_tmb_k1_1",-6.95297002792358,107.60228729248,22
"shp_tmb_k1_1",-6.92216968536377,107.644470214844,23
"shp_tmb_k1_1",-6.94301986694336,107.584419250488,24
"shp_tmb_k1_1",-6.93264961242676,107.573486328125,25
"shp_tmb_k1_1",-6.92793989181519,107.574058532715,26
"shp_tmb_k1_1",-6.91482973098755,107.57154083252,27
"shp_tmb_k1_1",-6.91155004501343,107.569580078125,28
"shp_tmb_k1_1",-6.91089963912964,107.570159912109,29
