"trip_id","arrival_time","departure_time","stop_id","stop_sequence"
"tmp_1d_2",,,"bandung_hotel_soreang_b",2
"tmp_1d_2",,,"bandung_sumber_sari_junction",3
"tmp_1d_2",,,"bandung_halte_soekarno_hatta_3",4
"tmp_1d_2",,,"bandung_halte_soekarno_hatta_leuwi_panjang",5
"tmp_1d_2",,,"bandung_terminal_leuwipanjang",6
"tmp_2d_1",,,"bandung_alun_alun",1
"tmp_2d_1",,,"bandung_keb_hana_bank",2
"tmp_2d_1",,,"bandung_gki_anugerah",3
"tmp_2d_1",,,"bandung_mayapada_tower",4
"tmp_2d_1",,,"bandung_toko_ambon",5
"tmp_2d_1",,,"bandung_kemenag_kanwil_jabar",6
"tmp_2d_1",,,"bandung_optik_krida",7
"tmp_2d_1",,,"bandung_halte_sudirman_3",8
"tmp_2d_1",,,"bandung_kebon_kopi",9
"tmp_2d_1",,,"bandung_sman_13_b",10
"tmp_2d_1",,,"bandung_cilembar",11
"tmp_2d_1",,,"bandung_rs_mitra_kasih",12
"tmp_2d_1",,,"bandung_rsud_cibabat_b",13
"tmp_2d_1",,,"bandung_smpn_6_cimahi",14
"tmp_2d_1",,,"bandung_gedung_4",15
"tmp_2d_1",,,"bandung_buana",16
"tmp_2d_1",,,"bandung_pln_cisangkan_b",17
"tmp_2d_1",,,"bandung_ranca_belut_b",18
"tmp_2d_1",,,"bandung_padasuka_indah_b",19
"tmp_2d_1",,,"bandung_masjid_ar_ridwan_b",20
"tmp_2d_1",,,"bandung_rs_imc_b",21
"tmp_2d_1",,,"bandung_rs_karisma_cimareme_b",22
"tmp_2d_1",,,"bandung_stei_lppm_b",23
"tmp_2d_1",,,"bandung_bale_pare_b",24
"tmp_2d_1",,,"bandung_tatar_wangsakerta_b",25
"tmp_2d_1",,,"bandung_parahyangan_selatan",26
"tmp_2d_1",,,"bandung_ikea_kota_baru_parahyangan",27
"tmp_2d_2",,,"bandung_ikea_kota_baru_parahyangan",1
"tmp_2d_2",,,"bandung_parahyangan_timur",2
"tmp_2d_2",,,"bandung_parahyangan_timur_2",3
"tmp_2d_2",,,"bandung_parahyangan_utara",4
"tmp_2d_2",,,"bandung_tatar_wangsakerta_a",5
"tmp_2d_2",,,"bandung_bale_pare_a",6
"tmp_2d_2",,,"bandung_stei_lppm_a",7
"tmp_2d_2",,,"bandung_rs_karisma_cimareme_a",8
"tmp_2d_2",,,"bandung_rs_imc_a",9
"tmp_2d_2",,,"bandung_masjid_ar_ridwan_a",10
"tmp_2d_2",,,"bandung_padasuka_indah_a",11
"tmp_2d_2",,,"bandung_ranca_belut_a",12
"tmp_2d_2",,,"bandung_pln_cisangkan_a",13
"tmp_2d_2",,,"bandung_bri_kota_cimahi",14
"tmp_2d_2",,,"bandung_rsud_cibabat_a",15
"tmp_2d_2",,,"bandung_dinas_sosial_superindo",16
"tmp_2d_2",,,"bandung_jalan_budi",17
"tmp_2d_2",,,"bandung_sman_13_a",18
"tmp_2d_2",,,"bandung_paledang",19
"tmp_2d_2",,,"bandung_halte_rajawali_barat",20
"tmp_2d_2",,,"bandung_plaza_telkom_rajawali",21
"tmp_2d_2",,,"bandung_rajawali_1",22
"tmp_2d_2",,,"bandung_dungus_cariang",23
"tmp_2d_2",,,"bandung_sma_trinitas",24
"tmp_2d_2",,,"bandung_rs_kebon_jati",25
"tmp_2d_2",,,"bandung_sma_pasundan",26
"tmp_2d_2",,,"bandung_perintis_kemerdekaan",27
"tmp_2d_2",,,"bandung_lembong",28
"tmp_2d_2",,,"bandung_alun_alun",29
"tmp_3d_1",,,"bandung_apotek_k24_baleendah",1
"tmp_3d_1",,,"bandung_masjid_al_amanah",2
"tmp_3d_1",,,"bandung_matahari_land",3
"tmp_3d_1",,,"bandung_masjid_jami_baitul_huda_a",4
"tmp_3d_1",,,"bandung_bubur_ayam_h_amid",5
"tmp_3d_1",,,"bandung_borma_bojongsoang",6
"tmp_3d_1",,,"bandung_sd_negeri_lengkong",7
"tmp_3d_1",,,"bandung_puskesmas_bojongsoang",8
"tmp_3d_1",,,"bandung_bluebird_a",9
"tmp_3d_1",,,"bandung_pasar_kordon_a",10
"tmp_3d_1",,,"bandung_japnas",11
"tmp_3d_1",,,"bandung_pt_medal_sekarwangi",12
"tmp_3d_1",,,"bandung_bangunan_mart_a",13
"tmp_3d_1",,,"bandung_lpkia_a",14
"tmp_3d_1",,,"bandung_pt_len_industri_a",15
"tmp_3d_1",,,"bandung_pln_up3_a",16
"tmp_3d_1",,,"bandung_mohammad_toha",17
"tmp_3d_1",,,"bandung_taman_tegalega",18
"tmp_3d_1",,,"bandung_sekolah_mohammad_toha",19
"tmp_3d_1",,,"bandung_itc_kebon_kelapa",20
"tmp_3d_1",,,"bandung_grand_yogya_kepatihan",21
"tmp_3d_1",,,"bandung_alun_alun",22
"tmp_3d_1",,,"bandung_banceuy",23
"tmp_3d_1",,,"bandung_stasiun_timur",24
"tmp_3d_1",,,"bandung_stasiun_bandung",25
"tmp_3d_1",,,"bandung_sman_6_bandung",26
"tmp_3d_1",,,"bandung_sdn_pajajaran",27
"tmp_3d_1",,,"bandung_sthb",28
"tmp_3d_1",,,"bandung_bec",29
"tmp_3d_2",,,"bandung_bec",1
"tmp_3d_2",,,"bandung_museum_kota_bandung",2
"tmp_3d_2",,,"bandung_halte_merdeka",3
"tmp_3d_2",,,"bandung_alun_alun",4
"tmp_3d_2",,,"bandung_toko_mas_abc",5
"tmp_3d_2",,,"bandung_simpang_ijan",6
"tmp_3d_2",,,"bandung_lapang_tegalega",7
"tmp_3d_2",,,"bandung_pt_inti_a",8
"tmp_3d_2",,,"bandung_madurasa_tengah",9
"tmp_3d_2",,,"bandung_pln_up3_b",10
"tmp_3d_2",,,"bandung_pt_len_industri_b",11
"tmp_3d_2",,,"bandung_lpkia_b",12
"tmp_3d_2",,,"bandung_bangunan_mart_b",13
"tmp_3d_2",,,"bandung_taman_bypass_buah_batu",14
"tmp_3d_2",,,"bandung_swadarma_bni",15
"tmp_3d_2",,,"bandung_pasar_kordon_b",16
"tmp_3d_2",,,"bandung_bluebird_b",17
"tmp_3d_2",,,"bandung_puskesmas_kujangsari_b",18
"tmp_3d_2",,,"bandung_transmart_buah_batu",19
"tmp_3d_2",,,"bandung_permata_buah_batu",20
"tmp_3d_2",,,"bandung_podomoro",21
"tmp_3d_2",,,"bandung_ahass",22
"tmp_3d_2",,,"bandung_griya_bandung_asri",23
"tmp_3d_2",,,"bandung_alfamart_spbu_bojongsoang",24
"tmp_3d_2",,,"bandung_masjid_jami_baitul_huda_b",25
"tmp_3d_2",,,"bandung_apotek_k24_baleendah",26
"tmp_3d_2",,,"bandung_kejari_bale_bandung",27
"tmp_3d_2",,,"bandung_rs_al_ihsan",28
"tmp_3d_2",,,"bandung_apotek_k24_baleendah",29
"tmp_4d_1",,,"bandung_terminal_leuwipanjang",1
"tmp_4d_1",,,"bandung_rumah_sakit_imanuel_a",2
"tmp_4d_1",,,"bandung_taman_tegalega",3
"tmp_4d_1",,,"bandung_pintu_keluar_terminal_tegalega",4
"tmp_4d_1",,,"bandung_astana_anyar_rsia_kota_bandung",5
"tmp_4d_1",,,"bandung_terminal_st_hall",6
"tmp_4d_1",,,"bandung_halte_smkn_1_bandung",7
"tmp_4d_1",,,"bandung_riau_xl",8
"tmp_4d_1",,,"bandung_hotel_the_one_o_one_a",9
"tmp_4d_1",,,"bandung_taman_radio",10
"tmp_4d_1",,,"bandung_kartika_sari_a",11
"tmp_4d_1",,,"bandung_rumah_sakit_santo_borromeus_a",12
"tmp_4d_1",,,"bandung_unikom",13
"tmp_4d_1",,,"bandung_unpad_dipatiukur",14
"tmp_4d_2",,,"bandung_unpad_dipatiukur",1
"tmp_4d_2",,,"bandung_rumah_sakit_santo_borromeus_b",2
"tmp_4d_2",,,"bandung_kartika_sari_b",3
"tmp_4d_2",,,"bandung_seberang_taman_radio",4
"tmp_4d_2",,,"bandung_hotel_the_one_o_one_b",5
"tmp_4d_2",,,"bandung_indah_plaza",6
"tmp_4d_2",,,"bandung_halte_merdeka",7
"tmp_4d_2",,,"bandung_bank_indonesia",8
"tmp_4d_2",,,"bandung_pasar_baru_bandung",9
"tmp_4d_2",,,"bandung_jalan_dalem_kaum",10
"tmp_4d_2",,,"bandung_ibu_inggit_garnasih",11
"tmp_4d_2",,,"bandung_pasar_tegalega",12
"tmp_4d_2",,,"bandung_simpang_mohamad_toha",13
"tmp_4d_2",,,"bandung_rumah_sakit_imanuel_b",14
"tmp_4d_2",,,"bandung_terminal_leuwipanjang",15
"tmp_5d_1",,,"bandung_halte_unpad_dipatiukur",1
"tmp_5d_1",,,"bandung_panatayuda_a",2
"tmp_5d_1",,,"bandung_lapangan_gasibu_a",3
"tmp_5d_1",,,"bandung_pusdai_a",4
"tmp_5d_1",,,"bandung_lapangan_supratman_a",5
"tmp_5d_1",,,"bandung_taman_pramuka",6
"tmp_5d_1",,,"bandung_hotel_grand_tebu",7
"tmp_5d_1",,,"bandung_creative_hub_a",8
"tmp_5d_1",,,"bandung_hotel_horison_a",9
"tmp_5d_1",,,"bandung_pt_inti_a",10
"tmp_5d_1",,,"bandung_simpang_by_pass_soekarno_hatta_a",11
"tmp_5d_1",,,"bandung_spbu_moh_toha",12
"tmp_5d_1",,,"bandung_terminal_cileunyi",13
"tmp_5d_1",,,"bandung_ipdn_a",14
"tmp_5d_1",,,"bandung_pangkalan_damri_jatinangor",15
"tmp_5d_2",,,"bandung_unpad_jatinagor",1
"tmp_5d_2",,,"bandung_jatinangor_town_square",2
"tmp_5d_2",,,"bandung_ipdn_b",3
"tmp_5d_2",,,"bandung_panyawungan",4
"tmp_5d_2",,,"bandung_jl_h_tatang_sumantri",5
"tmp_5d_2",,,"bandung_simpang_by_pass_soekarno_hatta_b",6
"tmp_5d_2",,,"bandung_halte_bkr_5_pamager_sari",7
"tmp_5d_2",,,"bandung_hotel_horison_b",8
"tmp_5d_2",,,"bandung_creative_hub_b",9
"tmp_5d_2",,,"bandung_spbu_ahmad_yani",10
"tmp_5d_2",,,"bandung_lapangan_supratman_b",11
"tmp_5d_2",,,"bandung_pusdai_b",12
"tmp_5d_2",,,"bandung_lapangan_gasibu_b",13
"tmp_5d_2",,,"bandung_panatayuda_b",14
"tmp_5d_2",,,"bandung_halte_unpad_dipatiukur",15
"tmb_f1_1",,,"bandung_gunung_batu",1
"tmb_f1_1",,,"bandung_gunung_batu_mentor",2
"tmb_f1_1",,,"bandung_borma_dakota",3
"tmb_f1_1",,,"bandung_sukaraja_ii",4
"tmb_f1_1",,,"bandung_sdn_sukaraja",5
"tmb_f1_1",,,"bandung_pasteur_1",6
"tmb_f1_1",,,"bandung_djunjunan_giant",7
"tmb_f1_1",,,"bandung_cipedes_selatan",8
"tmb_f1_1",,,"bandung_seberang_tpu_pandu",9
"tmb_f1_1",,,"bandung_rs_hasan_sadikin",10
"tmb_f1_1",,,"bandung_pasteur_2",11
"tmb_f1_1",,,"bandung_grandia_hotel",12
"tmb_f1_1",,,"bandung_stdi_bandung",13
"tmb_f1_1",,,"bandung_pasar_bunga_wastu_kencana",14
"tmb_f1_1",,,"bandung_simpang_pajajaran_cicendo",15
"tmb_f1_1",,,"bandung_cicendo",16
"tmb_f1_1",,,"bandung_rs_mata_cicendo",17
"tmb_f1_1",,,"bandung_stasiun_bandung",18
"tmb_f1_1",,,"bandung_seberang_ampera_kebon_kawung",19
"tmb_f1_1",,,"bandung_pintu_barat_stasiun_bandung",20
"tmb_f1_1",,,"bandung_gki_kebon_jati",21
"tmb_f1_1",,,"bandung_sma_pasundan",22
"tmb_f1_1",,,"bandung_terminal_st_hall",23
"tmb_f1_2",,,"bandung_terminal_st_hall",1
"tmb_f1_2",,,"bandung_stasiun_timur",2
"tmb_f1_2",,,"bandung_perintis_kemerdekaan",3
"tmb_f1_2",,,"bandung_halte_smkn_1_bandung",4
"tmb_f1_2",,,"bandung_masjid_agung_al_ukkhuwah",5
"tmb_f1_2",,,"bandung_jalan_wastukancana_45",6
"tmb_f1_2",,,"bandung_sthb",7
"tmb_f1_2",,,"bandung_abdul_rivai",8
"tmb_f1_2",,,"bandung_dr_otten",9
"tmb_f1_2",,,"bandung_taman_westhoff",10
"tmb_f1_2",,,"bandung_djunjunan_paskal",11
"tmb_f1_2",,,"bandung_tpu_pandu",12
"tmb_f1_2",,,"bandung_cipedes_hilir",13
"tmb_f1_2",,,"bandung_griya_pasteur",14
"tmb_f1_2",,,"bandung_btc",15
"tmb_f1_2",,,"bandung_sdn_sukaraja",16
"tmb_f1_2",,,"bandung_underpass_cibogo",17
"tmb_f1_2",,,"bandung_sukaraja_ii",18
"tmb_f1_2",,,"bandung_borma_dakota",19
"tmb_f1_2",,,"bandung_gunung_batu_mentor",20
"tmb_f1_2",,,"bandung_gunung_batu",21
"tmb_f2_1",,,"bandung_mall_summarecon_bandung",1
"tmb_f2_1",,,"bandung_stasiun_gedebage",2
"tmb_f2_1",,,"bandung_halte_soekarno_hatta_4",3
"tmb_f2_1",,,"bandung_dinas_koperasi_dan_usaha_kecil",4
"tmb_f2_1",,,"bandung_halte_smkn_6_bnn",5
"tmb_f2_1",,,"bandung_gmw_motor",6
"tmb_f2_1",,,"bandung_halte_tmb_kantor_pos",7
"tmb_f2_1",,,"bandung_depo_bangunan",8
"tmb_f2_1",,,"bandung_lotte_mart",9
"tmb_f2_1",,,"bandung_halte_rs_al_islam",10
"tmb_f2_1",,,"bandung_halte_metro",11
"tmb_f2_1",,,"bandung_rancabolang",12
"tmb_f2_1",,,"bandung_sai",13
"tmb_f2_1",,,"bandung_smkn_7_bandung",14
"tmb_f2_1",,,"bandung_showroom_hyundai",15
"tmb_f2_1",,,"bandung_bpn_jabar",16
"tmb_f2_1",,,"bandung_universitas_mandiri",17
"tmb_f2_1",,,"bandung_kantor_pos_sekejati",18
"tmb_f2_1",,,"bandung_uninus",19
"tmb_f2_1",,,"bandung_halte_carrefour",20
"tmb_f2_1",,,"bandung_jalan_soekarno_hatta_518",21
"tmb_f2_1",,,"bandung_jalan_soekarno_hatta_496",22
"tmb_f2_1",,,"bandung_pt_medal_sekarwangi",23
"tmb_f2_1",,,"bandung_bangunan_mart_a",24
"tmb_f2_1",,,"bandung_lpkia_a",25
"tmb_f2_1",,,"bandung_stie_inaba",26
"tmb_f2_1",,,"bandung_suka_ati",27
"tmb_f2_1",,,"bandung_pt_len_industri_a",28
"tmb_f2_1",,,"bandung_astra_biz_center",29
"tmb_f2_1",,,"bandung_pln_up3_a",30
"tmb_f2_1",,,"bandung_simpang_by_pass_soekarno_hatta_b",31
"tmb_f2_1",,,"bandung_seberang_ampera_soekarno_hatta",32
"tmb_f2_1",,,"bandung_mekarwangi",33
"tmb_f2_1",,,"bandung_lapas_banceuy",34
"tmb_f2_1",,,"bandung_convention_center",35
"tmb_f2_1",,,"bandung_simpang_cibaduyut",36
"tmb_f2_1",,,"bandung_halte_griya",37
"tmb_f2_1",,,"bandung_pasar_caringin",38
"tmb_f2_1",,,"bandung_sumbersari",39
"tmb_f2_1",,,"bandung_cibuntu_selatan",40
"tmb_f2_1",,,"bandung_ypp_teknik_holis",41
"tmb_f2_1",,,"bandung_jalan_soekarno_hatta_8",42
"tmb_f2_1",,,"bandung_jalan_jend_sudirman_773",43
"tmb_f2_1",,,"bandung_halte_sudirman_3",44
"tmb_f2_1",,,"bandung_halte_rajawali_barat",45
"tmb_f2_1",,,"bandung_plaza_telkom_rajawali",46
"tmb_f2_1",,,"bandung_elang",47
"tmb_f2_2",,,"bandung_elang",1
"tmb_f2_2",,,"bandung_garuda",2
"tmb_f2_2",,,"bandung_bundaran_cibereum",3
"tmb_f2_2",,,"bandung_pertigaan_jalan_holis",4
"tmb_f2_2",,,"bandung_cibuntu_tengah",5
"tmb_f2_2",,,"bandung_terusan_suryani",6
"tmb_f2_2",,,"bandung_sumber_sari_junction",7
"tmb_f2_2",,,"bandung_taman_sakura_indah",8
"tmb_f2_2",,,"bandung_halte_soekarno_hatta_3",9
"tmb_f2_2",,,"bandung_babakan_ciparay",10
"tmb_f2_2",,,"bandung_perempatan_kopo_soekarno_hatta",11
"tmb_f2_2",,,"bandung_halte_soekarno_hatta_leuwi_panjang",12
"tmb_f2_2",,,"bandung_altamira",13
"tmb_f2_2",,,"bandung_inhoftank",14
"tmb_f2_2",,,"bandung_seberang_ampera_soekarno_hatta",15
"tmb_f2_2",,,"bandung_karasak_utara",16
"tmb_f2_2",,,"bandung_bahana_bandung",17
"tmb_f2_2",,,"bandung_pln_up3_b",18
"tmb_f2_2",,,"bandung_pt_len_industri_b",19
"tmb_f2_2",,,"bandung_pasirluyu_selatan",20
"tmb_f2_2",,,"bandung_lpkia_b",21
"tmb_f2_2",,,"bandung_bangunan_mart_b",22
"tmb_f2_2",,,"bandung_jalan_soekarno_hatta_517",23
"tmb_f2_2",,,"bandung_naga_mas",24
"tmb_f2_2",,,"bandung_jalan_soekarno_hatta",25
"tmb_f2_2",,,"bandung_seberang_carrefour_kiaracondong",26
"tmb_f2_2",,,"bandung_samsat",27
"tmb_f2_2",,,"bandung_stt_mandala",28
"tmb_f2_2",,,"bandung_smk_medika_com",29
"tmb_f2_2",,,"bandung_unibi",30
"tmb_f2_2",,,"bandung_smkn_9_bandung",31
"tmb_f2_2",,,"bandung_jasa_raharja",32
"tmb_f2_2",,,"bandung_halte_pt_suparma",33
"tmb_f2_2",,,"bandung_halte_ariesta_yamaha",34
"tmb_f2_2",,,"bandung_kawaluyaan",35
"tmb_f2_2",,,"bandung_sanggar_hurip",36
"tmb_f2_2",,,"bandung_parakan_saat",37
"tmb_f2_2",,,"bandung_suzuki_indo_sarana_bandung",38
"tmb_f2_2",,,"bandung_halte_guru_minda",39
"tmb_f2_2",,,"bandung_kpp_cicadas",40
"tmb_f2_2",,,"bandung_pool_damri_gedebage",41
"tmb_f2_2",,,"bandung_bulog_gedebage",42
"tmb_f2_2",,,"bandung_magna_raya",43
"tmb_f2_2",,,"bandung_seberang_taman_sumringah",44
"tmb_f2_2",,,"bandung_mall_summarecon_bandung",45
"tmb_k1_1",,,"bandung_bunderan_cibiru",1
"tmb_k1_1",,,"bandung_halte_bumi_panyileukan",2
"tmb_k1_1",,,"bandung_halte_cimincrang",3
"tmb_k1_1",,,"bandung_halte_shakti",4
"tmb_k1_1",,,"bandung_halte_soekarno_hatta_4",5
"tmb_k1_1",,,"bandung_halte_smkn_6_bnn",6
"tmb_k1_1",,,"bandung_halte_tmb_kantor_pos",7
"tmb_k1_1",,,"bandung_arya_graha",8
"tmb_k1_1",,,"bandung_halte_rs_al_islam",9
"tmb_k1_1",,,"bandung_halte_metro",10
"tmb_k1_1",,,"bandung_sai",11
"tmb_k1_1",,,"bandung_smkn_7_bandung",12
"tmb_k1_1",,,"bandung_showroom_hyundai",13
"tmb_k1_1",,,"bandung_bpn_jabar",14
"tmb_k1_1",,,"bandung_uninus",15
"tmb_k1_1",,,"bandung_halte_carrefour",16
"tmb_k1_1",,,"bandung_pt_medal_sekarwangi",17
"tmb_k1_1",,,"bandung_lpkia_a",18
"tmb_k1_1",,,"bandung_stie_inaba",19
"tmb_k1_1",,,"bandung_pln_up3_a",20
"tmb_k1_1",,,"bandung_simpang_by_pass_soekarno_hatta_b",21
"tmb_k1_1",,,"bandung_mekarwangi",22
"tmb_k1_1",,,"bandung_halte_griya",23
"tmb_k1_1",,,"bandung_pasar_caringin",24
"tmb_k1_1",,,"bandung_sumbersari",25
"tmb_k1_1",,,"bandung_ypp_teknik_holis",26
"tmb_k1_1",,,"bandung_jalan_jend_sudirman_773",27
"tmb_k1_1",,,"bandung_halte_sudirman_3",28
"tmb_k1_1",,,"bandung_halte_rajawali_barat",29
"tmb_k1_1",,,"bandung_elang",30
"tmb_k1_2",,,"bandung_elang",1
"tmb_k1_2",,,"bandung_cibuntu_tengah",2
"tmb_k1_2",,,"bandung_halte_soekarno_hatta_3",3
"tmb_k1_2",,,"bandung_sumber_sari_junction",4
"tmb_k1_2",,,"bandung_babakan_ciparay",5
"tmb_k1_2",,,"bandung_perempatan_kopo_soekarno_hatta",6
"tmb_k1_2",,,"bandung_halte_soekarno_hatta_leuwi_panjang",7
"tmb_k1_2",,,"bandung_inhoftank",8
"tmb_k1_2",,,"bandung_karasak_utara",9
"tmb_k1_2",,,"bandung_lpkia_b",10
"tmb_k1_2",,,"bandung_naga_mas",11
"tmb_k1_2",,,"bandung_pabrik_badjoe",12
"tmb_k1_2",,,"bandung_samsat",13
"tmb_k1_2",,,"bandung_unibi",14
"tmb_k1_2",,,"bandung_smkn_9_bandung",15
"tmb_k1_2",,,"bandung_halte_pt_suparma",16
"tmb_k1_2",,,"bandung_kawaluyaan",17
"tmb_k1_2",,,"bandung_metro_b",18
"tmb_k1_2",,,"bandung_halte_guru_minda",19
"tmb_k1_2",,,"bandung_kpp_cicadas",20
"tmb_k1_2",,,"bandung_pasar_induk_gedebage",21
"tmb_k1_2",,,"bandung_halte_stikes_bandung",22
